DIVISION,DISTRICT,UPAZILA_THANA,EIIN,NAME,EDU_LEVEL,MOBILE,EMAIL,MANAGEMENT,MPO,STUD_TYPE
Barishal,Barisal,Bakerganj,100564,UTTAR KAJLAKATI HAMIDIA DAKHIL MADRASHA,Dakhil,01715422609,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Amtali,100095,HARIDRABARIA D.S. DAKHIL MADRASHA,Dakhil,01725254949,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102087,UTTAR DASPARA DAKHIL MADRASHA,Dakhil,017145566323,uddm1985@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Patuakhali Sadar,102537,LOHALIA NAZIRPUR AL -HERA DAKHIL MADRASHA,Dakhil,01749435524,lohalianazirpuralheradakhilm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Tazumuddin,101613,MADHA ARALIA RAHMANIA ALIM MADRASAH,Alim,01736947625,maramadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Amtali,100076,DAKKHIN  TAKTA BUNIA RAHMIA DAKHIL MADRASA,Dakhil,01718792932,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Agailjhara,100376,BELUHAR NESSARIA ALIM MADRASAH,Alim,01754488725,b100376m@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Bhola Sadar,101160,BAPTA CHOWDHA GAR ADARSHA BALIKA DAKHIL MADRASHA,Dakhil,01712876978,baptacabdm@gmail.com,PRIVATE,YES,GIRLS
Barishal,Barisal,Barisal Sadar (Kotwali),100856,CHARKRANJI MOHAMMADIA DAKHIL MADRASAH,Dakhil,0172233294,,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Pirojpur,Pirojpur Sadar,102938,JUZKHOLA AHMADIA HAFIZIA DAKHIL MADRASA,Dakhil,01715645348,madra102938@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101277,DAKHIN BATARA JOUNPURI DAKHIL MADRASAH,Dakhil,01734745557,,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Barguna,Barguna Sadar,100220,KALIR TABAK AMIRIA DAKHIL MADRASHA,Dakhil,01732591207,mad100220ict@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102102,NURAINPUR BALIKA DAKHIL MADRASHA,Dakhil,01724771040,,PRIVATE,YES,GIRLS
Barishal,Jhalokati,Nalchity,101847,MAGAR SALEHIA DAKHIL MADRASA,Dakhil,01752699050,magor101847@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Mathbaria,102769,DHANISHAFA SALEHIA FAZIL MADRASA,Fazil,01719562979,m102769dhanisafamadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Lalmohan,101542,BALUR CHAR HAT ISLAMIA DAKHIL MADRASA,Dakhil,01735538170,m101542@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Jhalokati Sadar,101699,MOSTOFABAD KASHEMIA DAKHIL MADRASHA,Dakhil,01718589175,mostafabadkdm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Dashmina,102160,ZAFRABAD BETAGI SHARIATIA DAKHIL MADRASHA,Dakhil,01721988220,madrasah102160@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Jhalokati Sadar,101684,AZAHARIA DAKHIL MADRASHA,Dakhil,01738185744,azahariamadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Muladi,101002,RANCHAR DAKHIL MADRASHA,Dakhil,01779020622,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Daulat Khan,101467,HAZIPUR ISLAMIA FAZIL MADRASHA,Fazil,01718919785,hfm.daulatkhan@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Gaurnadi,100699,DAKHIN NATAI MOHILA DAKHIL MADRASA,Dakhil,01718704356,,PRIVATE,NO,GIRLS
Barishal,Pirojpur,Pirojpur Sadar,131818,TAFHIMUL QURAN DAKHIL MADRASHA,Dakhil,01923971387,tqdm131818@gmail.com,,NO,CO-EDUCATION JOINT
Barishal,Barisal,Hizla,100727,MOUL TALA FAZIL MADRASA,Fazil,01716592090,maultalaifm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101260,TABGI RASTAR MATHA SARIFIA DAKHIL MADRASHA,Dakhil,01712770170,trsharifiadm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100531,DUDHAL ISLAMIA FAZIL MADRASHA,Fazil,01711305893,dudholmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Mathbaria,102809,TUSHKHALI ISLAMIA DAKHIL MADRASHA,Dakhil,01727725225,m102809madrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Nalchity,101842,KAMDEBPUR DARUS SUNNAT ALIM MADRASAH,Alim,01712740466,m101842@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Kala Para,102385,PURBO MODHU KHALI SALAHIA DAKHIL MADRASHA,Dakhil,01799686584,madrasah102385@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Nesarabad (Swarupkati),103060,SARSINA DARUS SUNNAT ALIA MADRASHA,Kamil,01715646593,sdamadrasah@gmail.com,PRIVATE,YES,BOYS
Barishal,Patuakhali,Bauphal,102039,BILBILASH NESARIA FAZIL MADRASHA,Fazil,01727695081,nesaria1947@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101254,HAKIMUDDIN FAZIL MADRASAH,Fazil,01734558143,hfm101254@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Mathbaria,102804,SHAPLEZA LAYLA MALEKIA BALIKA DAKHIL MADRASAH,Dakhil,01710704589,m102804s@hotmail.com,PRIVATE,YES,GIRLS
Barishal,Jhalokati,Kanthalia,101780,KATHALIA THANA SODOR MADRASA,Fazil,01716753292,kathaliasadorfazilmadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Mirzaganj Upazila,102469,BAZITA SALAHIA DAKHIL MADRASHA,Dakhil,01713900443,bsdmadrasah4gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Nesarabad (Swarupkati),103075,DUBI ALIM MADRASHA,Alim,01723365450,dubimadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Kawkhali,102718,R. S. D. M. DAKHIL MADRASAH,Dakhil,01716694460,mddelowerhossain2@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101274,JOYA HAZI TOFALIA DAKHIL MADRASHA,Dakhil,01710019335,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100539,DUDHALMOW FAYAZ HOSSAN FAZIL MADRASHA,Fazil,01718088624,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102064,BILBILASH WALIPURA SALEHIA DAKHIL MADRASHA,Dakhil,01719765100,salehia1982@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Char Fasson,101430,HASAN GONJ DAKHIL MADRASHA,Dakhil,01716331601,hm@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Barguna,Patharghata,100336,NIZLATHI MARA DARUS SUNNAT ALIM MADRASAH,Alim,01715648091,nam100336@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Barisal Sadar (Kotwali),100849,TUNGIBARIA HAFIZIA DAKHIL MADRASHA,Dakhil,01916367392,thdmgolamquddus69@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Lalmohan,101556,CHAR SOKINA DAKHIL MADRASAH,Dakhil,01729812192,charsokinadm@gmail.com,,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Galachipa,102312,EAST  NALUABAGI  DAKHIL  MADRASHA,Dakhil,01720553522,pnm102312@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Mehendiganj,100942,BHASHANCHAR MOHILA DAKHIL MADRASA,Dakhil,01718832471,,PRIVATE,YES,GIRLS
Barishal,Barisal,Mehendiganj,100930,KHANTAKHALI RAZAPUR DAKHIL MADRASAH,Dakhil,01715951909,khantakhalimadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101272,HASANNAGAR  SERAZIA  DAKHIL  MADRASHA,Dakhil,01757058520,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Barguna Sadar,100233,ABDUL GANI HAOLADER DAKHIL MADRASHA,Dakhil,01715613311,aghdm1987@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101256,BORHANUDDIN ISLAMIA ALIM MADRASAH,Alim,01724429094,biam101256@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Galachipa,102302,CHOTO SHIBA SALEHIA DAKHIL MADRASHA,Dakhil,01716512667,madcho102302@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100524,JIRAIL MAZIDIA AZIZIA BALIKA DAKHIL MADRASHA,Dakhil,01734850727,,PRIVATE,YES,GIRLS
Barishal,Pirojpur,Bhandaria,102659,UTTAR BHITABRIA AZAHARIA IS. DAKHIL MADRASHA,Dakhil,01711273909,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Amtali,100075,MADHYA TARIKATA DAKHIL MADRASA,Dakhil,01726195017,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Mathbaria,102793,UTTAR HALTA NESARIA DAKHIL MADRASHA,Dakhil,01735335843,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Rajapur,101929,PURBA KANU DAS KATI DAKHIL MADRASHA,Dakhil,01715635127,mad101929@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100537,DATTERABAD KALENGA NURIA DAKHIL MADRASHA,Dakhil,01722420969,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Dashmina,102159,BARA GOPAIDI AJUFA KHANOM GIRLS DAKHIL MA:,Dakhil,01710864141,madrash102159@gmail.com,PRIVATE,YES,GIRLS
Barishal,Barisal,Bakerganj,100567,EAST MAHESHPUR HASSANIA FAZIL MADRASAH,Fazil,01739902330,emhfazilmadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Galachipa,102286,BOALIA  SALEHIA  DAKHIL  MADRASHA,Dakhil,01868069530,boaliam102286@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Lalmohan,101546,BANGLABAZAR MAHMUDIA DAKHIL MADRASHA,Dakhil,01726009196,banglabazardm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Wazirpur,101091,KANGSHI AL HAZZ ADAM ALI DHAKHIL MADRASHA,Dakhil,01720462423,m-101091@hotmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Jhalokati Sadar,101698,NABAGRAM SAFEDIA DAKHIL MADRASHA,Dakhil,01714900721,,PRIVATE,YES,BOYS
Barishal,Jhalokati,Jhalokati Sadar,101690,NOWPARA D.S.I.  FAZIL MADRAHA,Fazil,01718850309,nowparadsifm58@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Char Fasson,101385,PURBA UMRABAZ MOHAMMADIA ALIM MADRASHA,Alim,01721875122,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100583,UTTAR KATADIA A.M.D. MADRASHA,Dakhil,01716790653,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Bhola Sadar,101177,CHAR ANANDA MOFIZA DAKHIL MADRASHA,Dakhil,01789543127,m101177camdm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Galachipa,102315,BARA NANDH WOMEN DAKHIL MADRASHA,Dakhil,01756733181,mad102315@gmail.com,PRIVATE,YES,GIRLS
Barishal,Pirojpur,Mathbaria,102811,SHALEHIA PARCHIM CHOTO MASUA DAKHIL MADRASA,Dakhil,01719733434,salehiapcmdmadrasah102811@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Banari Para,100650,MASJID BARI  DARUSSUNNAT ALIM MADRASAH,Alim,01711475455,masjidbaridsamadras@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100573,GOBINDOPUR SALEHIA DAKHIL MADRASHA,Dakhil,01732453022,gobindopur100573@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Kanthalia,101754,HETAL BUNIA DAKHIL MADRASHA,Dakhil,01718510336,hetalbuniaalimmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Bhola Sadar,101175,UTTAR  DIGHALDI K.B.DAKHIL MADRASHA,Dakhil,01718873565,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Muladi,101007,KACHI CHAR SAHEBER CHAR DAKHIL MADRASHA,Dakhil,01714968715,kachichar s dakhil madrassha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Kanthalia,101753,PURBA CHITKI D.S.DAKHIL MADRASHA,Dakhil,01717860094,purbasitkydsdmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Daulat Khan,131563,DOKKHIN KALA KOPA MOHILA DAKHIL MADRASHA,Dakhil,01734305055,0,PRIVATE,NO,GIRLS
Barishal,Patuakhali,Rangabali,102313,RANGABALI HAMIDIA MOHILA DAKHIL MADRASHA,Dakhil,01716601822,madrasah.102313gmail.com,PRIVATE,NO,GIRLS
Barishal,Jhalokati,Rajapur,101943,HAZERA AHAMMADI BALIKA DAKHIL MADRASHA,Dakhil,01731442710,madrsa101943@gmail.com ,PRIVATE,YES,GIRLS
Barishal,Barisal,Bakerganj,100549,HANUA LAKSHMIPASHA MUHAMMADIA ALIM MADRASHA,Alim,01711705624,principalhlmamkb@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Barisal Sadar (Kotwali),100835,SAYED ABDUL MANNAN D.D.F ALIM MADRASHA,Alim,01712552543,ddfamadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100551,WEST CHARADI SALEHIA ALIM MADRASHA,Alim,01731357221,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Char Fasson,101401,DAKHIN OSMANGONJ MOZZAFFARIA DAKHIL MADRASHA,Dakhil,01716244974,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Babuganj,100424,FARIDGONJ BAHUMUKHI FAZIL MADRASA,Fazil,01736388602,m100424b@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Galachipa,102320,DAKHIN CHAR AGUSTI DAKHIL MADRASHA,Dakhil,01733165059,sdmad102320@hotmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Bhola,Char Fasson,101433,UTTAR FASHION ADARSHA DAKHIL MADRASHA,Dakhil,01721874404,,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Patuakhali,Rangabali,102284,RANGABALI NESARIA DAKHIL MADRASHA,Dakhil,01722575406,madrasah102284@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100584,DHOLA RIAZUDDIN IDEAL ISLAMIA DAKHIL MADRASHA,Dakhil,01718503208,drimadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Nalchity,101845,HAYBATPUR TOWKATI DHAKHIL MADRASA,Dakhil,01738844802,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Wazirpur,101089,DAMODARKATI ANWARIA DAKHIL MADRASHA,Dakhil,01722479266,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Tazumuddin,101610,UTTAR CHANCHARA MD.FAZIL MADRASHA,Fazil,01735582315,ucfm101610@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Kala Para,102384,MOSTOFAPUR SAMSUNNAHAR BALIKA DAKHIL MADRASHA,Dakhil,01725960466,m102384mostofapursbdm@gmail.com,PRIVATE,YES,GIRLS
Barishal,Barisal,Gaurnadi,100700,TALIMUL QURAN ISLAMIA DAKHIL MADRASAH,Dakhil,01731179866,tqidm100700@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Barisal,Wazirpur,101080,MALIKANDA MAHMUDIA ALIM MADRASHAH,Alim,01717065299,ma101080@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Galachipa,102299,UTTAR PANKHALI M DAKHIL MADRASHA,Dakhil,01715648804,upmdm102299@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Bhandaria,102654,SHINGHKHALI DAKHIL MADRASHA,Dakhil,01733552800,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Amtali,100094,GHATKHALI AMINUDDIN GIRLS ALIM MADRASHA,Alim,01712982459,amtali100094@gmail.com,PRIVATE,YES,GIRLS
Barishal,Barguna,Amtali,100096,KALAGACHIA ABDUL GANI DAKHIL MADRASHA,Dakhil,01706231304,madrasah100096@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Muladi,101011,LAXMIPUR DADHIL MADRASHA,Dakhil,01714887618,,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Jhalokati,Kanthalia,101755,AMUA JORKHALI ISHAKIA DAKHIL MADRASHA,Dakhil,01757451791,amuajidm101755@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Char Fasson,101398,PURBA FARIDBD UNUSIA SEHADUL ULUM DAKHIL MADRAL,Dakhil,01716758231,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100552,BIRANGAL DARUSSUNNAT NESARIA DAKHIL MADRASHA,Dakhil,01719688792,bdsmdakhilmadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102080,EAST NOWMALA SALEHIA DAKHIL MADRASAH,Dakhil,01729951254,pnsdm2012@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Bhola Sadar,101174,CHAR  PANGASHIA   ALIM   MADRASHA,Alim,01727291963,m101174@yhahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Bhola Sadar,101161,UTTAR DIGALDI BARIR HAT NASARIA DAKHILMADRASHA,Dakhil,01716662117,rnd.rd78@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102101,MADABPUR DAKHIL MADRASHA,Dakhil,01732660403,mdm20153@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Barisal,Barisal Sadar (Kotwali),100844,CHANDRO MOHAN  DAKHIL  MADRASHA,Dakhil,01746034661,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Rajapur,101947,JIBONDAS KATI N.A.S DAKHIL MADRASHA,Dakhil,01715714164,mad101947@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101281,PURBA  CHOTO  MANIKA  AHAMMADIA  DAKHIL  MADRASHA,Dakhil,01735112641,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Bakerganj,100574,BARA PUIAUTA  GIRLS DAKHIL  MADRASHA,Dakhil,01719816200,,PRIVATE,YES,GIRLS
Barishal,Barguna,Amtali,100082,PURBA KEWABUNIA AKBARIA DAKHIL MADRASAH,Dakhil,01736912435,mad100082@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Kanthalia,101764,NIAMAT PUR ISLAMIA FAZIL MADRASHA,Fazil,01710021449,nimatpuislamiafazilmadrasha@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Wazirpur,101075,DUSTINA AHAMEDIA FAZIL MADRASHA,Fazil,01732796460,madrasah101075@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Betagi,100288,ALHAZ MAYZUDDIN MRIDHA  DAKHIL MADRASAH,Dakhil,01729902758,ammdm100288@gmail.com ,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Banari Para,100638,CHAWLAKATHI ISLAMIA FAZIL MADRASHA,Fazil,01711952830,chowlakatimadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Hizla,100728,MOHIS KHOLA ALIM MADRASHA,Alim,01718850157,100mam@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Pirojpur Sadar,102946,KADAMTALA BALIKA DAKHIL MADRASAH,Dakhil,01942204885,madr102946@gmail.com,PRIVATE,YES,GIRLS
Barishal,Barguna,Bamna,100134,BUKABUNIA MAHMUDIA DAKHIL MADRASHA,Dakhil,01719938200,bukabuniamad@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Barisal,Mehendiganj,100922,BHASANCHAR NESARIA FAZIL MADRASHA,Fazil,01712623886,bnfm1946@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Char Fasson,101424,DAKHIN CHAR MONGOL HASEM GONJ DAKHIL MADRASHA,Dakhil,01710374558,,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Patuakhali,Patuakhali Sadar,102550,JAINKATHI A.K.M ISLAMIA DAKHIL MADRASHA,Dakhil,01714739632,jainkathiakmislamia@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Lalmohan,101543,CHATALA HASEMIA MOZIDIA FAZIL MADRASAH,Fazil,01720046550,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Taltali,100105,CHOTO BOGI GABTALI DAKHIL MADRASAH,Dakhil,01735165053,meiin100105@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101250,BORHANUDDIN KAMIL MADRASA,Kamil,01711281342,bkmm101250@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Char Fasson,101386,KASHEMGONJ ISLAMIA DAKHIL MADRASA,Dakhil,01712341877,kashemgonj101386,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Mehendiganj,100928,UTTER JANGALIA DAKHIL MADRASA,Dakhil,01726271338,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101266,DEULA MONOWARA GIRLS DAKHIL MADRASHA,Dakhil,0194377657,,PRIVATE,YES,GIRLS
Barishal,Jhalokati,Rajapur,101962,SONARGAON ARUA HASINA DAKHIL MADRASHA,Dakhil,01715714822,m101962@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Banari Para,100645,DARIKAR EIDGHA MAHILA ALIM MADRASHAH,Alim,01989663171,,PRIVATE,YES,GIRLS
Barishal,Jhalokati,Kanthalia,101769,JHORKHALI DARUL HUDA GAFURIA DAKHIL MADRASHA,Dakhil,01711003494,jhorkhalidgdm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Babuganj,100427,CHARSHADHUKATHI ISLAMIA FAZIL MADRASAH,Fazil,01732 373333,m100427f@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102092,MAYDHYA NOWMALA SALEHIA DAKHIL MADRASHA,Dakhil,01712805892,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barguna,Barguna Sadar,100201,NOLI CHAROK GASIA EATIM MANJIL ALIM MADRASHA,Alim,01712839778,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Mathbaria,134229,DARUS SALAM MOHELA DAKHIL MADRASAH,Dakhil,01718851213,m134229madrasah@gmail.com,PRIVATE,NO,GIRLS
Barishal,Bhola,Lalmohan,101547,PURBODHALIGOUR NAGAR ISLAMIA DAKIL MADRASHA,Dakhil,01749979281,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Jhalokati Sadar,101702,MOSAMMAT RAHIMA MEMORIAL  GIRLS DAKHIL MADRASAH,Dakhil,,,PRIVATE,YES,GIRLS
Barishal,Barisal,Barisal Sadar (Kotwali),100858,SHOMERTOBAN MAHILA DAKHIL MADRASHA,Dakhil,01712924245,,PRIVATE,YES,GIRLS
Barishal,Bhola,Char Fasson,101409,AYSHA BAG ASLAM PUR ISLAMIA DAKHIL MADRASA,Dakhil,01723137485,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Rajapur,101937,NARIKEL BARIA J. N. ALIM MADRASHA,Alim,01673609954,mad101937@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Lalmohan,101529,LORD HARDING FAZIL MADRASHA,Fazil,01712369498,m101529@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Barisal,Wazirpur,101074,SANUHAR DAKHIL MADRASHA,Dakhil,01747693297,mad101074sdm@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Bhola,Bhola Sadar,101190,DAKSHIN VALU MIA DAKHIL MADRASHA,Dakhil,01719834491,,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Barisal,Babuganj,100433,DAKKHIN CHAR HOGAL PATIA ISLAMIA DAKHIL MADRASA,Dakhil,01722448775,m100433dchar@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Bauphal,102078,CHANDKATI J.N. ISLAMIA DHAKIL MADRASHA,Dakhil,01727889970,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Pirojpur,Pirojpur Sadar,102942,DAKHIN RANIPUR S.M. DAKHIL MADRASA,Dakhil,01733424467,mad102942@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Kala Para,102378,MOAZZEM PUR SHALEIA ALIM MADRASHA,Alim,01718853179,moazzempur.s.a.madrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Burhanuddin,101258,BHAIROB GONJ KERMOTIA FAZIL MADRASHA,Fazil,01724140302,m101258m@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Jhalokati,Nalchity,131535,KATHIPARA DAKHIL MADRASAH,Dakhil,01558224686,m131535 @gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Barishal,Jhalokati,Jhalokati Sadar,101700,JOYSHEE  AZIZIA DAKHIL MADRASHA,Dakhil,01742576383,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Bhola,Bhola Sadar,101185,PARAN GONG ISLAMIA DAKHIL MADRASFA,Dakhil,01718640433,,PRIVATE,YES,CO-EDUCATION JOINT
Barishal,Patuakhali,Patuakhali Sadar,102556,TITKATA DARUS  SUNNAT ALIM MADRASHA,Alim,01716514074,titkatads1971@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
